 ,Issuer,Cum,QDI,Sector,"Fix/
Float",Type,Ticker,Coupon  Percent,Current Price,Change,Current Yield,Ann Yield to Worst ,IG,S&P Rating,Moody Rating,Quarterly Int / Div,1st Call,Maturity Date,Pay Dates,,All
,Textainer Group Holdings,Yes,Yes,Other,Fix,Trad,TGH-B,6.250%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.39,12/15/2026,NONE,"15th 3,6,9,12",0.93,All
,Textainer Group Holdings,Yes,Yes,Other,FRR,Trad,TGH-A,7.000%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.44,6/15/2026,NONE,"15th 3,6,9,12",0.43,All
,The Bank of New York Mellon,No,Yes,Bank,FRR,Trad,BK-K,6.150%,$25.64,$0.02,5.94%,#DIV/0!,Y,BBB,Baa1,$0.38,3/20/2030,NONE,"20th 3,6,9,12",,All
,TPG Operating,No,No,Other,Fix,BB,TPGXL,6.950%,$25.01,$0.03,6.95%,6.93%,Y,BBB-,Baa1,$0.43,3/15/2029,3/15/2064,"15th 3,6,9,12",3.18,All
,TPG RE Finance,Yes,No,mREIT,Fix,Trad,TRTX-C,6.250%,$18.17,$0.07,8.60%,72.52%,N,NR,NR,$0.39,6/14/2026,NONE,"30th 3,6,9,12",0.43,All
,Trinity Capital,No,No,BDC,Fix,BB,TRINL,7.000%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.44,1/16/2023,1/16/2025,"15th 3,6,9,12",-2.98,All
,Trinity Capital,No,No,BDC,Fix,BB,TRINI,7.875%,$25.34,-$0.06,7.73%,5.85%,N,NR,NR,$0.49,9/30/2026,9/30/2029,"30th 3,6,9,12",0.72,All
,Trinity Capital,No,No,BDC,Fix ,BB,TRINZ,7.875%,$25.26,-$0.01,7.76%,3.01%,N,NR,NR,$0.49,3/30/2026,3/30/2029,"30th 3,6,9,12",0.22,All
,Triton International,Yes,Yes,Other,Fix,Trad,TRTN-A,8.500%,$25.55,$0.12,8.32%,9.52%,N,BB+,NR,$0.53,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,Triton International,Yes,Yes,Other,Fix,Trad,TRTN-B,8.000%,$25.26,$0.03,7.92%,8.71%,N,BB+,NR,$0.50,9/15/2024,NONE,"15th 3,6,9,12",-1.32,All
,Triton International,Yes,Yes,Other,Fix,Trad,TRTN-C,7.375%,$24.89,$0.05,7.39%,6.98%,N,BB+,NR,$0.46,12/15/2024,NONE,"15th 3,6,9,12",-1.07,All
,Triton International,Yes,Yes,Other,Fix,Trad,TRTN-D,6.875%,$23.29,$0.04,7.39%,-0.94%,N,BB+,NR,$0.43,3/15/2025,NONE,"15th 3,6,9,12",-0.82,All
,Triton International,Yes,Yes,Other,Fix,Trad,TRTN-E,5.750%,$19.66,-$0.09,7.31%,38.62%,N,BB+,NR,$0.36,9/15/2026,NONE,"15th 3,6,9,12",0.68,All
,Triton International,Yes,Yes,Other,Fix,Trad,TRTN-F,7.625%,$25.23,-$0.13,7.56%,,N,BB+,NR,$0.48,3/15/2030,NONE,"15th 3,6,9,12",,All
,Triump Financial,No,Yes,Bank,Fix,Trad,TFINP,7.125%,No Quote,$5.67,#VALUE!,#VALUE!,N,NR,NR,$0.45,6/30/2025,NONE,"LD 3,6,9,12",-0.53,All
,Truist Financial,No,Yes,Bank,Fix,Trad,TFC-R,4.750%,$19.47,$0.03,6.10%,-56.01%,Y,BBB-,Baa2,$0.30,9/1/2025,NONE,"1st of 3,6,9,12",-0.36,All
,Truist Financial(Suntrust Bank),No,Yes,Bank,FLR,Trad,TFC-I,4.000%,$20.04,-$0.09,Float,19.84%,Y,BB+,Baa2,Float,9/15/2011,NONE,"15th 3,6,9,12",-14.33,All
,Tsakos Energy Navigation,Yes,Yes,Shipping,Fix,Trad,TEN-F,9.500%,$27.33,$0.06,8.69%,5.04%,N,NR,NR,$0.59,7/30/2028,NONE,"30th 1,4,7,10",2.56,All
,Tsakos Energy Navigation,Yes,Yes,Shipping,Fix-Float,Trad,TEN-E,9.250%,$26.60,$0.00,8.69%,4.06%,N,NR,NR,$0.58,5/28/2027,NONE,"28th 2,5,8,11",1.38,All
,Two Harbors Investment,Yes,No,mREIT,Fix-Float,Trad,TWO-A,8.125%,$24.49,$0.06,8.29%,9.87%,N,NR,NR,$0.51,4/26/2027,NONE,"27th 1,4,7,10",1.29,All
,Two Harbors Investment,Yes,No,mREIT,Fix-Float,Trad,TWO-B,7.625%,$24.05,$0.15,7.93%,10.39%,N,NR,NR,$0.48,7/27/2027,NONE,"27th 1,4,7,10",1.55,All
,Two Harbors Investment,Yes,No,mREIT,Fix-Float,Trad,TWO-C,7.250%,$24.99,$0.08,Float,#VALUE!,N,NR,NR,Float,1/27/2025,NONE,"27th 1,4,7,10",-0.95,All
,Two Harbors Investment,No,No,mREIT,Fix,BB,TWOD,9.375%,$25.86,-$0.03,9.06%,#DIV/0!,N,NR,NR,$0.59,05/15/2027,8/15/2030,"15th 2,5,8,11",,All
,UMB (Heartland Financial),No,Yes,Bank,FRR,Trad,UMBFP,7.000%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.44,07/15/2025,None,"15th 1,4,7,10",-0.49,All
,UMH Properties,Yes,No,eREIT,Fix,Trad,UMH-D,6.375%,$22.29,-$0.07,7.15%,10.84%,N,NR,NR,$0.40,1/22/2023,NONE,"15th 3,6,9,12",-2.97,All
,United Community Banks,No,Yes,Bank,Fix,Trad,UCB-I,6.875%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.43,9/15/2025,NONE,"15th 3,6,9,12",-0.32,All
,United States Cellular  (Array),No,No,Telecom,Fix,BB,UZD,6.250%,$20.47,-$0.11,7.62%,-43.25%,N,BB,Ba1,$0.39,9/1/2025,9/1/2069,"1st 3,6,9,12",-0.36,All
,United States Cellular  (Array),No,No,Telecom,Fix,BB,UZE,5.500%,$17.98,-$0.08,7.65%,-24.99%,N,BB,Ba1,$0.34,3/1/2025,3/1/2070,"1st 3,6,9,12",-0.86,All
,United States Cellular  (Array),No,No,Telecom,Fix,BB,UZF,5.500%,$18.32,$0.29,7.51%,75.71%,N,BB,Ba1,$0.34,6/1/2026,6/1/2070,"1st 3,6,9,12",0.39,All
,Unum Group,No,No,Insurance,Fix,BB,UNMA,6.250%,$23.31,-$0.03,6.69%,#DIV/0!,N,BB+,Ba1,$0.39,6/15/2023,6/15/2058,"15th 3,6,9,12",,All
,US Bancorp,No,Yes,Bank,Fix,Trad,USB-P,5.500%,$22.79,-$0.06,6.03%,2.08%,Y,BBB+,Baa2,$0.34,10/15/2023,NONE,"15th 1,4,7,10",-2.24,All
,US Bancorp,No,Yes,Bank,Fix,Trad,USB-Q,3.750%,$15.46,-$0.03,6.06%,2327.46%,Y,BBB+,Baa2,$0.23,1/15/2026,NONE,"15th 1,4,7,10",0.02,All
,US Bancorp,No,Yes,Bank,Fix,Trad,USB-R,4.000%,$16.46,-$0.05,6.08%,135.95%,Y,BBB+,Baa2,$0.25,4/15/2026,NONE,"15th 1,4,7,10",0.26,All
,US Bancorp,No,Y,Bank,Fix,Trad,USB-S,4.500%,$18.45,$0.01,6.07%,26.81%,Y,BBB+,Baa2,$0.28,4/15/2027,NONE,"15th 1,4,7,10",1.26,All
,US Bancorp,No,Yes,Bank,FLR,Trad,USB-H,3.500%,$18.48,-$0.03,Float,Float,Y,BBB+,Baa2,Float,4/15/2011,NONE,"15th 1,4,7,10", ,All
,Valley National Bank,No,Yes,Bank,Fix-Float,Trad,VLYPP,6.250%,$25.30,-$0.05,6.18%,8.45%,N,BB-,NR,$0.39,6/30/2025,NONE,"30th  3,6,9,12",-0.53,All
,Valley National Bank,No,Yes,Bank,Fix-Float,Trad,VLYPO,5.500%,$25.20,$0.05,Float,Float,N,BB-,NR,Float,9/30/2022,NONE,"30th 3,6,9,12",-3.28,All
,Valley National Bank,No,Yes,Bank,FRR,Trad,VLYPN,8.250%,$25.95,-$0.35,8.02%,7.00%,N,BB-,NR,$0.52,9/30/2029,NONE,"30th  3,6,9,12",3.73,All
,Via Revewables,Yes,Yes,Ute,Fix-Float,Trad,VIASP,8.750%,$25.42,$0.12,Float,Float,N,NR,NR,Float,4/15/2022,NONE,"15th 1,4,7,10",-3.74,All
,Virtus Convertible and In II,Yes,Var,CEF,Fix,Trad,NCZ-A,5.500%,$20.71,-$0.06,6.64%,17.16%,Y,NR,NR,$0.34,9/11/2023,NONE,"LD 3,6,9,12",-2.33,All
,Virtus Convertible and Income ,Yes,Var,CEF,Fix,Trad,NCV-A,5.625%,$21.38,-$0.03,6.58%,14.48%,Y,NR,NR,$0.35,9/20/2023,NONE,"LD 3,6,9,12",-2.31,All
,Vornado Realty Trust,Yes,No,eREIT,Fix,Trad,VNO-L,5.400%,$17.82,$0.02,7.58%,28.72%,N,BB,Ba1,$0.34,1/25/2018,NONE,"1st 1,4,7,10", ,All
,Vornado Realty Trust,Yes,No,eREIT,Fix,Trad,VNO-M,5.250%,$17.29,-$0.05,7.59%,30.84%,N,BB,Ba1,$0.33,12/13/2022,NONE,"1st 1,4,7,10",-3.08,All
,Vornado Realty Trust,Yes,No,eREIT,Fix,Trad,VNO-N,5.250%,$17.17,-$0.02,7.64%,-240.87%,N,BB,Ba1,$0.33,11/24/2025,NONE,"1st 1,4,7,10",-0.13,All
,Vornado Realty Trust,Yes,No,eREIT,Fix,Trad,VNO-O,4.450%,$14.66,$0.13,7.64%,66.61%,N,BB,Ba1,$0.28,9/22/2026,NONE,"1st 1,4,7,10",0.70,All
,Voya Financial,No,Yes,Asset Mgr,Fix-Float,Trad,VOYA-B,5.350%,$24.91,-$0.01,5.37%,5.47%,N,BB+,Ba2,$0.33,9/15/2029,NONE,"15th 3,6,9,12",3.68,All
,Washington Federal,No,Yes,Bank,Fix,Trad,WAFDP,4.875%,$16.51,$0.09,7.27%,136.39%,N,NR,Ba1,$0.30,4/15/2026,NONE,"15th 1,4,7,10",0.26,All
,Webster Financial,No,Yes,Bank,Fix,Trad,WBS-F,5.250%,$19.33,$0.08,6.79%,22.68%,N,BB,Baa3,$0.33,12/15/2022,NONE,"15th 3,6,9,12",-3.07,All
,Wells Fargo,No,Yes,Bank,Fix,Trad,WFC-A,4.700%,$19.24,-$0.02,6.11%,-330.28%,N,BB,Baa3,$0.29,12/15/2025,NONE,"15th 3,6,9,12",-0.07,All
,Wells Fargo,No,Yes,Bank,Fix,Trad,WFC-Y,5.625%,$24.37,$0.00,5.74%,2.52%,Y,BB+,Baa2,$0.35,6/15/2022,NONE,"15th 3,6,9,12",-3.57,All
,Wells Fargo,No,Yes,Bank,Fix,Trad,WFC-Z,4.750%,$19.48,-$0.04,6.16%,-20.70%,Y,BB+,Baa2,$0.30,3/15/2025,NONE,"15th 3,6,9,12",-0.82,All
,Wells Fargo,No,Yes,Bank,Fix,Trad,WFC-C,4.375%,$18.10,$0.02,5.97%,160.95%,Y,BB+,Baa2,$0.27,3/15/2026,NONE,"15th 3,6,9,12",0.18,All
,Wells Fargo,No,Yes,Bank,Fix,Trad,WFC-D,4.250%,$17.75,$0.02,6.08%,48.59%,Y,BB+,Baa2,$0.27,9/15/2026,NONE,"15th 3,6,9,12",0.68,All
,Wells Fargo,No,Yes,Bank,Fix-Float,Trad,WFC-R,6.625%,Redeem,Redeem,Redeem,Redeem,Y,BB+,Baa2,$0.41,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,Wells Fargo,No,Yes,Bank,Fix-Float,Trad,WFC-Q,5.850%,Redeem,Redeem,Redeem,Redeem,Y,BB+,Baa2,$0.37,9/15/2023,NONE,"15th 3,6,9,12",-2.32,All
,WesBanco Inc.,No,Yes,Bank,FRR,Trad,WSBCP,6.750%,Redeem,Redeem,Redeem,#VALUE!,N,NR,Ba2,$0.42,11/15/2025,NONE,"15th 2,5,8,11",-0.15,All
,WesBanco Inc.,No,Yes,Bank,FRR,Trad,WSBCO,7.375%,$25.63,$0.03,7.19%,#DIV/0!,N,NR,Ba2,$0.46,10/1/2030,NONE,"1st 1,4,7,10",,All
,Wesco International,Yes,Yes,Other,FRR,Trad,WCC-A,10.625%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.66,6/22/2025,NONE,"LD 3,6,9,12",-0.55,All
,Western Alliance Bancorp,No,Yes,Bank,Fix,Trad,WAL-A,4.250%,$22.59,$0.16,4.70%,18.03%,N,NR,Ba3,$0.27,9/30/2026,NONE,"30th 3,6,9,12",0.72,All
,Whitehorse Finance,No,No,BDC,Fix,BB,WHFCL,7.875%,$25.23,-$0.04,7.80%,10.70%,N,NR,NR,$0.49,9/15/2025,9/15/2028,"15th 3,6,9,12",-0.32,All
,Wintrust Financial,No,Yes,Bank,Fix-Float,Trad,WTFCM,6.500%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.41,7/15/2025,NONE,"15th 1,4,7,10",-0.49,All
,Wintrust Financial,No,Yes,Bank,FRR,Trad,WTFCP,6.875%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.43,7/15/2025,NONE,"15th 1,4,7,10",-0.49,All
,Wintrust Financial,No,Yes,Bank,FRR,Trad,WTFCN,7.875%,$26.38,-$0.01,7.46%,#DIV/0!,N,NR,NR,$0.49,7/15/2030,NONE,"15th 1,4,7,10",,All
,WR Berkley,No,No,Insurance,Fix,BB,WRB-F,5.100%,$20.00,$0.01,6.40%,20.00%,Y,BBB-,Baa2,$0.32,12/30/2024,12/30/2059,"30th 3,6,9,12", ,All
,WR Berkley,No,No,Insurance,Fix,BB,WRB-E,5.700%,$22.41,-$0.02,6.41%,10.36%,Y,BBB-,Baa2,$0.36,3/30/2023,3/30/2058,"30th 3,6,9,12",-2.78,All
,WR Berkley,No,No,Insurance,Fix,BB,WRB-G,4.250%,$16.75,-$0.05,6.45%,-112.81%,Y,BBB-,Baa2,$0.27,9/30/2025,9/30/2060,"30th 3,6,9,12",-0.28,All
,WR Berkley,No,No,Insurance,Fix,BB,WRB-H,4.125%,$16.48,-$0.16,6.31%,161.80%,Y,BBB-,Baa2,$0.26,3/30/2026,3/30/2061,"30th 3,6,9,12",0.22,All
,XAI Octagon Floating Rate ,Yes,Var,CEF,Fix,Term,XFLT-A,6.500%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.41,3/31/2023,3/31/2026,"LD 1,4,7,10",-2.78,All
,Xcel Energy,No,No,Ute,Fix,BB,XELLL,6.250%,$25.03,$0.03,6.24%,#DIV/0!,Y,BBB-,Baa2,$0.39,10/15/2030,10/15/2085,"15th 1,4,7,10",,All
,Xoma Corporation,Yes,Yes,Other,Fix,Trad,XOMAP,8.625%,$26.63,$0.00,8.10%,9.70%,N,NR,NR,$0.54,12/15/2021,NONE,"15th 1,4,7,10",-4.07,All
,Xoma Corporation,Yes,Yes,Other,Fix,Trad,XOMAO,8.375%,$25.35,$0.02,8.21%,-1.40%,N,NR,NR,$0.52,4/15/2022,NONE,"15th 1,4,7,10",-3.74,All
,Zions Bancorporation,No,No,Bank,Fix-Float,BB,ZIONL,6.950%,Redeem,Redeem,Redeem,Redeem,N,BBB,Ba1,Float,9/15/2023,9/15/2028,"15th 3,6,9,12",-2.32,All
,Zions Bancorporation,No,Yes,Bank,Fix-Float,Trad,ZIONO,6.300%,Redeem,Redeem,Redeem,Redeem,N,BB+,Ba1,Float,3/15/2023,NONE,"15th 3,6,9,12",-2.82,All
,Zions Bancorporation,No,Yes,Bank,FLR,Trad,ZIONP,4.000%,$20.28,-$0.07,Float,Float,N,BB+,Ba1,Float,12/15/2011,NONE,"15th 3,6,9,12", ,All
